"","common","rgn_id","rgn_name"
"474","longfin squid",6,"Maine"
"475","longfin squid",9,"New Hampshire"
"476","longfin squid",2,"Georges Bank"
"477","longfin squid",7,"Massachusetts-Gulf of Maine"
"478","longfin squid",1,"Offshore"
"479","longfin squid",11,"Rhode Island"
"480","longfin squid",8,"Massachusetts-Virginian"
"481","longfin squid",4,"Mid-Atlantic Bight"
"482","longfin squid",10,"New York"
"483","longhorn sculpin",3,"Gulf of Maine"
"484","longhorn sculpin",6,"Maine"
"485","longhorn sculpin",9,"New Hampshire"
"486","longhorn sculpin",2,"Georges Bank"
"487","longhorn sculpin",7,"Massachusetts-Gulf of Maine"
"488","longhorn sculpin",1,"Offshore"
"489","longhorn sculpin",11,"Rhode Island"
"490","longhorn sculpin",8,"Massachusetts-Virginian"
"491","longhorn sculpin",4,"Mid-Atlantic Bight"
"492","longhorn sculpin",10,"New York"
"493","manx shearwater normalized",3,"Gulf of Maine"
"494","manx shearwater normalized",2,"Georges Bank"
"495","manx shearwater normalized",7,"Massachusetts-Gulf of Maine"
"496","manx shearwater normalized",8,"Massachusetts-Virginian"
"497","manx shearwater normalized",11,"Rhode Island"
"498","manx shearwater normalized",4,"Mid-Atlantic Bight"
"499","manx shearwater normalized",1,"Offshore"
"500","minke whale",3,"Gulf of Maine"
"501","minke whale",7,"Massachusetts-Gulf of Maine"
"502","minke whale",8,"Massachusetts-Virginian"
"503","minke whale",11,"Rhode Island"
"504","minke whale",4,"Mid-Atlantic Bight"
"505","minke whale",1,"Offshore"
"506","north atlantic right whale",3,"Gulf of Maine"
"507","north atlantic right whale",7,"Massachusetts-Gulf of Maine"
"508","north atlantic right whale",8,"Massachusetts-Virginian"
"509","north atlantic right whale",11,"Rhode Island"
"510","north atlantic right whale",4,"Mid-Atlantic Bight"
"511","northern fulmar normalized",3,"Gulf of Maine"
"512","northern fulmar normalized",2,"Georges Bank"
"513","northern fulmar normalized",7,"Massachusetts-Gulf of Maine"
"514","northern fulmar normalized",8,"Massachusetts-Virginian"
"515","northern fulmar normalized",11,"Rhode Island"
"516","northern fulmar normalized",4,"Mid-Atlantic Bight"
"517","northern fulmar normalized",1,"Offshore"
"518","northern gannet normalized",3,"Gulf of Maine"
"519","northern gannet normalized",2,"Georges Bank"
"520","northern gannet normalized",7,"Massachusetts-Gulf of Maine"
"521","northern gannet normalized",8,"Massachusetts-Virginian"
"522","northern gannet normalized",11,"Rhode Island"
"523","northern gannet normalized",4,"Mid-Atlantic Bight"
"524","northern gannet normalized",10,"New York"
"525","northern gannet normalized",1,"Offshore"
"526","northern kingfish",7,"Massachusetts-Gulf of Maine"
"527","northern kingfish",11,"Rhode Island"
"528","northern kingfish",8,"Massachusetts-Virginian"
"529","northern kingfish",4,"Mid-Atlantic Bight"
"530","northern kingfish",2,"Georges Bank"
"531","northern kingfish",10,"New York"
"532","northern kingfish",1,"Offshore"
"533","northern pipefish",3,"Gulf of Maine"
"534","northern pipefish",2,"Georges Bank"
"535","northern pipefish",7,"Massachusetts-Gulf of Maine"
"536","northern pipefish",11,"Rhode Island"
"537","northern pipefish",8,"Massachusetts-Virginian"
"538","northern pipefish",4,"Mid-Atlantic Bight"
"539","northern pipefish",10,"New York"
"540","northern puffer",11,"Rhode Island"
"541","northern puffer",8,"Massachusetts-Virginian"
"542","northern puffer",4,"Mid-Atlantic Bight"
"543","northern puffer",10,"New York"
"544","northern sand lance",3,"Gulf of Maine"
"545","northern sand lance",6,"Maine"
"546","northern sand lance",9,"New Hampshire"
"547","northern sand lance",2,"Georges Bank"
"548","northern sand lance",7,"Massachusetts-Gulf of Maine"
"549","northern sand lance",8,"Massachusetts-Virginian"
"550","northern sand lance",4,"Mid-Atlantic Bight"
"551","northern sand lance",11,"Rhode Island"
"552","northern sand lance",10,"New York"
"553","northern searobin",6,"Maine"
"554","northern searobin",3,"Gulf of Maine"
"555","northern searobin",9,"New Hampshire"
"556","northern searobin",2,"Georges Bank"
"557","northern searobin",7,"Massachusetts-Gulf of Maine"
"558","northern searobin",1,"Offshore"
"559","northern searobin",11,"Rhode Island"
"560","northern searobin",8,"Massachusetts-Virginian"
"561","northern searobin",4,"Mid-Atlantic Bight"
"562","northern searobin",10,"New York"
"563","northern shortfin squid",3,"Gulf of Maine"
"564","northern shortfin squid",6,"Maine"
"565","northern shortfin squid",9,"New Hampshire"
"566","northern shortfin squid",2,"Georges Bank"
"567","northern shortfin squid",7,"Massachusetts-Gulf of Maine"
"568","northern shortfin squid",1,"Offshore"
"569","northern shortfin squid",4,"Mid-Atlantic Bight"
"570","northern shrimp",3,"Gulf of Maine"
"571","northern shrimp",6,"Maine"
"572","northern shrimp",9,"New Hampshire"
"573","northern shrimp",7,"Massachusetts-Gulf of Maine"
"574","northern shrimp",2,"Georges Bank"
"575","ocean pout",3,"Gulf of Maine"
"576","ocean pout",6,"Maine"
"577","ocean pout",9,"New Hampshire"
"578","ocean pout",2,"Georges Bank"
"579","ocean pout",7,"Massachusetts-Gulf of Maine"
"580","ocean pout",1,"Offshore"
"581","ocean pout",11,"Rhode Island"
"582","ocean pout",8,"Massachusetts-Virginian"
"583","ocean pout",4,"Mid-Atlantic Bight"
"584","ocean pout",10,"New York"
"585","parasitic jaeger normalized",3,"Gulf of Maine"
"586","parasitic jaeger normalized",2,"Georges Bank"
"587","parasitic jaeger normalized",7,"Massachusetts-Gulf of Maine"
"588","parasitic jaeger normalized",8,"Massachusetts-Virginian"
"589","parasitic jaeger normalized",11,"Rhode Island"
"590","parasitic jaeger normalized",4,"Mid-Atlantic Bight"
"591","parasitic jaeger normalized",10,"New York"
"592","parasitic jaeger normalized",1,"Offshore"
"593","pinfish",11,"Rhode Island"
"594","pinfish",8,"Massachusetts-Virginian"
"595","pinfish",4,"Mid-Atlantic Bight"
"596","pinfish",2,"Georges Bank"
"597","pinfish",10,"New York"
"598","pollock",3,"Gulf of Maine"
"599","pollock",6,"Maine"
"600","pollock",9,"New Hampshire"
"601","pollock",2,"Georges Bank"
"602","pollock",7,"Massachusetts-Gulf of Maine"
"603","pomarine jaeger normalized",3,"Gulf of Maine"
"604","pomarine jaeger normalized",2,"Georges Bank"
"605","pomarine jaeger normalized",7,"Massachusetts-Gulf of Maine"
"606","pomarine jaeger normalized",8,"Massachusetts-Virginian"
"607","pomarine jaeger normalized",11,"Rhode Island"
"608","pomarine jaeger normalized",4,"Mid-Atlantic Bight"
"609","pomarine jaeger normalized",1,"Offshore"
"610","razorbill normalized",3,"Gulf of Maine"
"611","razorbill normalized",2,"Georges Bank"
"612","razorbill normalized",7,"Massachusetts-Gulf of Maine"
"613","razorbill normalized",8,"Massachusetts-Virginian"
"614","razorbill normalized",11,"Rhode Island"
"615","razorbill normalized",4,"Mid-Atlantic Bight"
"616","razorbill normalized",10,"New York"
"617","razorbill normalized",1,"Offshore"
"618","red breasted merganser normalized",3,"Gulf of Maine"
"619","red breasted merganser normalized",2,"Georges Bank"
"620","red breasted merganser normalized",7,"Massachusetts-Gulf of Maine"
"621","red breasted merganser normalized",8,"Massachusetts-Virginian"
"622","red breasted merganser normalized",11,"Rhode Island"
"623","red breasted merganser normalized",4,"Mid-Atlantic Bight"
"624","red breasted merganser normalized",10,"New York"
"625","red breasted merganser normalized",1,"Offshore"
"626","red hake",3,"Gulf of Maine"
"627","red hake",6,"Maine"
"628","red hake",9,"New Hampshire"
"629","red hake",2,"Georges Bank"
"630","red hake",7,"Massachusetts-Gulf of Maine"
"631","red hake",1,"Offshore"
"632","red hake",4,"Mid-Atlantic Bight"
"633","red necked phalarope normalized",3,"Gulf of Maine"
"634","red necked phalarope normalized",2,"Georges Bank"
"635","red necked phalarope normalized",7,"Massachusetts-Gulf of Maine"
"636","red necked phalarope normalized",8,"Massachusetts-Virginian"
"637","red necked phalarope normalized",11,"Rhode Island"
"638","red necked phalarope normalized",4,"Mid-Atlantic Bight"
"639","red necked phalarope normalized",1,"Offshore"
"640","red phalarope normalized",3,"Gulf of Maine"
"641","red phalarope normalized",2,"Georges Bank"
"642","red phalarope normalized",7,"Massachusetts-Gulf of Maine"
"643","red phalarope normalized",8,"Massachusetts-Virginian"
"644","red phalarope normalized",11,"Rhode Island"
"645","red phalarope normalized",4,"Mid-Atlantic Bight"
"646","red phalarope normalized",10,"New York"
"647","red phalarope normalized",1,"Offshore"
"648","red throated loon normalized",3,"Gulf of Maine"
"649","red throated loon normalized",7,"Massachusetts-Gulf of Maine"
"650","red throated loon normalized",2,"Georges Bank"
"651","red throated loon normalized",8,"Massachusetts-Virginian"
"652","red throated loon normalized",11,"Rhode Island"
"653","red throated loon normalized",4,"Mid-Atlantic Bight"
"654","red throated loon normalized",10,"New York"
"655","red throated loon normalized",1,"Offshore"
"656","ring billed gull normalized",3,"Gulf of Maine"
"657","ring billed gull normalized",2,"Georges Bank"
"658","ring billed gull normalized",7,"Massachusetts-Gulf of Maine"
"659","ring billed gull normalized",8,"Massachusetts-Virginian"
"660","ring billed gull normalized",11,"Rhode Island"
"661","ring billed gull normalized",4,"Mid-Atlantic Bight"
"662","ring billed gull normalized",10,"New York"
"663","ring billed gull normalized",1,"Offshore"
"664","rissos dolphin",3,"Gulf of Maine"
"665","rissos dolphin",7,"Massachusetts-Gulf of Maine"
"666","rissos dolphin",8,"Massachusetts-Virginian"
"667","rissos dolphin",2,"Georges Bank"
"668","rissos dolphin",11,"Rhode Island"
"669","rissos dolphin",4,"Mid-Atlantic Bight"
"670","rissos dolphin",10,"New York"
"671","roseate tern normalized",3,"Gulf of Maine"
"672","roseate tern normalized",2,"Georges Bank"
"673","roseate tern normalized",7,"Massachusetts-Gulf of Maine"
"674","roseate tern normalized",8,"Massachusetts-Virginian"
"675","roseate tern normalized",11,"Rhode Island"
"676","roseate tern normalized",4,"Mid-Atlantic Bight"
"677","roseate tern normalized",10,"New York"
"678","roseate tern normalized",1,"Offshore"
"679","rosette skate",3,"Gulf of Maine"
"680","rosette skate",2,"Georges Bank"
"681","rosette skate",1,"Offshore"
"682","rosette skate",4,"Mid-Atlantic Bight"
"683","roughtail stingray",4,"Mid-Atlantic Bight"
"684","roughtail stingray",10,"New York"
"685","round herring",11,"Rhode Island"
"686","round herring",8,"Massachusetts-Virginian"
"687","round herring",4,"Mid-Atlantic Bight"
"688","round herring",2,"Georges Bank"
"689","round herring",10,"New York"
"690","round herring",1,"Offshore"
"691","royal tern normalized",3,"Gulf of Maine"
"692","royal tern normalized",7,"Massachusetts-Gulf of Maine"
"693","royal tern normalized",2,"Georges Bank"
"694","royal tern normalized",8,"Massachusetts-Virginian"
"695","royal tern normalized",11,"Rhode Island"
"696","royal tern normalized",4,"Mid-Atlantic Bight"
"697","royal tern normalized",10,"New York"
"698","royal tern normalized",1,"Offshore"
"699","scup",6,"Maine"
"700","scup",9,"New Hampshire"
"701","scup",3,"Gulf of Maine"
"702","scup",7,"Massachusetts-Gulf of Maine"
"703","scup",2,"Georges Bank"
"704","scup",11,"Rhode Island"
"705","scup",8,"Massachusetts-Virginian"
"706","scup",4,"Mid-Atlantic Bight"
"707","scup",10,"New York"
"708","scup",1,"Offshore"
"709","sea raven",3,"Gulf of Maine"
"710","sea raven",6,"Maine"
"711","sea raven",9,"New Hampshire"
"712","sea raven",2,"Georges Bank"
"713","sea raven",7,"Massachusetts-Gulf of Maine"
"714","sea raven",1,"Offshore"
"715","sea raven",11,"Rhode Island"
"716","sea raven",8,"Massachusetts-Virginian"
"717","sea raven",4,"Mid-Atlantic Bight"
"718","sea raven",10,"New York"
"719","sea scallop",6,"Maine"
"720","sea scallop",3,"Gulf of Maine"
"721","sea scallop",9,"New Hampshire"
"722","sea scallop",2,"Georges Bank"
"723","sea scallop",7,"Massachusetts-Gulf of Maine"
"724","sea scallop",1,"Offshore"
"725","sea scallop",8,"Massachusetts-Virginian"
"726","sea scallop",4,"Mid-Atlantic Bight"
"727","sea scallop",11,"Rhode Island"
"728","sea scallop",10,"New York"
"729","sei whale",3,"Gulf of Maine"
"730","sei whale",7,"Massachusetts-Gulf of Maine"
"731","sei whale",8,"Massachusetts-Virginian"
"732","sei whale",11,"Rhode Island"
"733","sei whale",4,"Mid-Atlantic Bight"
"734","short beaked common dolphin",3,"Gulf of Maine"
"735","short beaked common dolphin",6,"Maine"
"736","short beaked common dolphin",9,"New Hampshire"
"737","short beaked common dolphin",7,"Massachusetts-Gulf of Maine"
"738","short beaked common dolphin",11,"Rhode Island"
"739","short beaked common dolphin",8,"Massachusetts-Virginian"
"740","short beaked common dolphin",4,"Mid-Atlantic Bight"
"741","short finned pilot whale",3,"Gulf of Maine"
"742","short finned pilot whale",2,"Georges Bank"
"743","short finned pilot whale",7,"Massachusetts-Gulf of Maine"
"744","short finned pilot whale",8,"Massachusetts-Virginian"
"745","short finned pilot whale",11,"Rhode Island"
"746","short finned pilot whale",4,"Mid-Atlantic Bight"
"747","short finned pilot whale",1,"Offshore"
"748","silver hake",3,"Gulf of Maine"
"749","silver hake",6,"Maine"
"750","silver hake",9,"New Hampshire"
"751","silver hake",2,"Georges Bank"
"752","silver hake",7,"Massachusetts-Gulf of Maine"
"753","silver hake",1,"Offshore"
"754","silver hake",8,"Massachusetts-Virginian"
"755","silver hake",4,"Mid-Atlantic Bight"
"756","silver hake",10,"New York"
"757","smooth dogfish",2,"Georges Bank"
"758","smooth dogfish",3,"Gulf of Maine"
"759","smooth dogfish",7,"Massachusetts-Gulf of Maine"
"760","smooth dogfish",11,"Rhode Island"
"761","smooth dogfish",8,"Massachusetts-Virginian"
"762","smooth dogfish",4,"Mid-Atlantic Bight"
"763","smooth dogfish",10,"New York"
"764","smooth dogfish",1,"Offshore"
"765","smooth skate",3,"Gulf of Maine"
"766","smooth skate",6,"Maine"
"767","smooth skate",2,"Georges Bank"
"768","smooth skate",7,"Massachusetts-Gulf of Maine"
"769","smooth skate",1,"Offshore"
"770","sooty shearwater normalized",3,"Gulf of Maine"
"771","sooty shearwater normalized",2,"Georges Bank"
"772","sooty shearwater normalized",7,"Massachusetts-Gulf of Maine"
"773","sooty shearwater normalized",8,"Massachusetts-Virginian"
"774","sooty shearwater normalized",11,"Rhode Island"
"775","sooty shearwater normalized",4,"Mid-Atlantic Bight"
"776","sooty shearwater normalized",1,"Offshore"
"777","sooty tern normalized",8,"Massachusetts-Virginian"
"778","sooty tern normalized",4,"Mid-Atlantic Bight"
"779","sooty tern normalized",1,"Offshore"
"780","south polar skua normalized",3,"Gulf of Maine"
"781","south polar skua normalized",2,"Georges Bank"
"782","south polar skua normalized",7,"Massachusetts-Gulf of Maine"
"783","south polar skua normalized",8,"Massachusetts-Virginian"
"784","south polar skua normalized",4,"Mid-Atlantic Bight"
"785","south polar skua normalized",1,"Offshore"
"786","sowerbys beaked whale",3,"Gulf of Maine"
"787","sowerbys beaked whale",2,"Georges Bank"
"788","sowerbys beaked whale",7,"Massachusetts-Gulf of Maine"
"789","sowerbys beaked whale",8,"Massachusetts-Virginian"
"790","sowerbys beaked whale",4,"Mid-Atlantic Bight"
"791","sowerbys beaked whale",1,"Offshore"
"792","sperm whale",3,"Gulf of Maine"
"793","sperm whale",2,"Georges Bank"
"794","sperm whale",7,"Massachusetts-Gulf of Maine"
"795","sperm whale",8,"Massachusetts-Virginian"
"796","sperm whale",11,"Rhode Island"
"797","sperm whale",4,"Mid-Atlantic Bight"
"798","sperm whale",1,"Offshore"
"799","spiny dogfish",3,"Gulf of Maine"
"800","spiny dogfish",6,"Maine"
"801","spiny dogfish",9,"New Hampshire"
"802","spiny dogfish",2,"Georges Bank"
"803","spiny dogfish",7,"Massachusetts-Gulf of Maine"
"804","spiny dogfish",1,"Offshore"
"805","spiny dogfish",11,"Rhode Island"
"806","spiny dogfish",8,"Massachusetts-Virginian"
"807","spiny dogfish",4,"Mid-Atlantic Bight"
"808","spiny dogfish",10,"New York"
"809","spot",10,"New York"
"810","spot",4,"Mid-Atlantic Bight"
"811","spotted hake",3,"Gulf of Maine"
"812","spotted hake",7,"Massachusetts-Gulf of Maine"
"813","spotted hake",2,"Georges Bank"
"814","spotted hake",1,"Offshore"
"815","spotted hake",11,"Rhode Island"
"816","spotted hake",8,"Massachusetts-Virginian"
"817","spotted hake",4,"Mid-Atlantic Bight"
"818","spotted hake",10,"New York"
"819","striped dolphin",3,"Gulf of Maine"
"820","striped dolphin",7,"Massachusetts-Gulf of Maine"
"821","striped dolphin",8,"Massachusetts-Virginian"
"822","striped dolphin",11,"Rhode Island"
"823","striped dolphin",2,"Georges Bank"
"824","striped dolphin",4,"Mid-Atlantic Bight"
"825","striped anchovy",10,"New York"
"826","striped anchovy",4,"Mid-Atlantic Bight"
"827","striped bass",7,"Massachusetts-Gulf of Maine"
"828","striped bass",3,"Gulf of Maine"
"829","striped bass",2,"Georges Bank"
"830","striped bass",8,"Massachusetts-Virginian"
"831","striped bass",11,"Rhode Island"
"832","striped bass",4,"Mid-Atlantic Bight"
"833","striped bass",10,"New York"
"834","striped searobin",6,"Maine"
"835","striped searobin",9,"New Hampshire"
"836","striped searobin",3,"Gulf of Maine"
"837","striped searobin",7,"Massachusetts-Gulf of Maine"
"838","striped searobin",11,"Rhode Island"
"839","striped searobin",8,"Massachusetts-Virginian"
"840","striped searobin",4,"Mid-Atlantic Bight"
"841","striped searobin",2,"Georges Bank"
"842","striped searobin",10,"New York"
"843","striped searobin",1,"Offshore"
"844","summer flounder",2,"Georges Bank"
"845","summer flounder",3,"Gulf of Maine"
"846","summer flounder",7,"Massachusetts-Gulf of Maine"
"847","summer flounder",1,"Offshore"
"848","summer flounder",11,"Rhode Island"
"849","summer flounder",8,"Massachusetts-Virginian"
"850","summer flounder",4,"Mid-Atlantic Bight"
"851","summer flounder",10,"New York"
"852","surf scoter normalized",3,"Gulf of Maine"
"853","surf scoter normalized",2,"Georges Bank"
"854","surf scoter normalized",7,"Massachusetts-Gulf of Maine"
"855","surf scoter normalized",8,"Massachusetts-Virginian"
"856","surf scoter normalized",11,"Rhode Island"
"857","surf scoter normalized",4,"Mid-Atlantic Bight"
"858","surf scoter normalized",10,"New York"
"859","surf scoter normalized",1,"Offshore"
"860","tautog",3,"Gulf of Maine"
"861","tautog",7,"Massachusetts-Gulf of Maine"
"862","tautog",11,"Rhode Island"
"863","tautog",8,"Massachusetts-Virginian"
"864","tautog",4,"Mid-Atlantic Bight"
"865","tautog",2,"Georges Bank"
"866","tautog",10,"New York"
"867","thick billed murre normalized",3,"Gulf of Maine"
"868","thick billed murre normalized",2,"Georges Bank"
"869","thick billed murre normalized",7,"Massachusetts-Gulf of Maine"
"870","thick billed murre normalized",8,"Massachusetts-Virginian"
"871","thick billed murre normalized",4,"Mid-Atlantic Bight"
"872","thick billed murre normalized",1,"Offshore"
"873","thorny skate",3,"Gulf of Maine"
"874","thorny skate",6,"Maine"
"875","thorny skate",9,"New Hampshire"
"876","thorny skate",7,"Massachusetts-Gulf of Maine"
"877","thorny skate",2,"Georges Bank"
"878","thorny skate",1,"Offshore"
"879","tilefish",4,"Mid-Atlantic Bight"
"880","tilefish",2,"Georges Bank"
"881","tilefish",1,"Offshore"
"882","trues beaked whale",3,"Gulf of Maine"
"883","trues beaked whale",2,"Georges Bank"
"884","trues beaked whale",7,"Massachusetts-Gulf of Maine"
"885","trues beaked whale",8,"Massachusetts-Virginian"
"886","trues beaked whale",4,"Mid-Atlantic Bight"
"887","trues beaked whale",1,"Offshore"
"888","weakfish",2,"Georges Bank"
"889","weakfish",1,"Offshore"
"890","weakfish",4,"Mid-Atlantic Bight"
"891","weakfish",10,"New York"
"892","white hake",3,"Gulf of Maine"
"893","white hake",6,"Maine"
"894","white hake",9,"New Hampshire"
"895","white hake",2,"Georges Bank"
"896","white hake",7,"Massachusetts-Gulf of Maine"
"897","white hake",1,"Offshore"
"898","white hake",4,"Mid-Atlantic Bight"
"899","white winged scoter normalized",3,"Gulf of Maine"
"900","white winged scoter normalized",2,"Georges Bank"
"901","white winged scoter normalized",7,"Massachusetts-Gulf of Maine"
"902","white winged scoter normalized",8,"Massachusetts-Virginian"
"903","white winged scoter normalized",11,"Rhode Island"
"904","white winged scoter normalized",4,"Mid-Atlantic Bight"
"905","white winged scoter normalized",10,"New York"
"906","white winged scoter normalized",1,"Offshore"
"907","wilsons storm petrel normalized",3,"Gulf of Maine"
"908","wilsons storm petrel normalized",2,"Georges Bank"
"909","wilsons storm petrel normalized",7,"Massachusetts-Gulf of Maine"
"910","wilsons storm petrel normalized",8,"Massachusetts-Virginian"
"911","wilsons storm petrel normalized",11,"Rhode Island"
"912","wilsons storm petrel normalized",4,"Mid-Atlantic Bight"
"913","wilsons storm petrel normalized",10,"New York"
"914","wilsons storm petrel normalized",1,"Offshore"
"915","windowpane",6,"Maine"
"916","windowpane",3,"Gulf of Maine"
"917","windowpane",9,"New Hampshire"
"918","windowpane",2,"Georges Bank"
"919","windowpane",7,"Massachusetts-Gulf of Maine"
"920","windowpane",1,"Offshore"
"921","windowpane",11,"Rhode Island"
"922","windowpane",8,"Massachusetts-Virginian"
"923","windowpane",4,"Mid-Atlantic Bight"
"924","windowpane",10,"New York"
"925","winter flounder",3,"Gulf of Maine"
"926","winter flounder",6,"Maine"
"927","winter flounder",9,"New Hampshire"
"928","winter flounder",2,"Georges Bank"
"929","winter flounder",7,"Massachusetts-Gulf of Maine"
"930","winter flounder",11,"Rhode Island"
"931","winter flounder",8,"Massachusetts-Virginian"
"932","winter flounder",4,"Mid-Atlantic Bight"
"933","winter flounder",10,"New York"
"934","winter skate",6,"Maine"
"935","winter skate",3,"Gulf of Maine"
"936","winter skate",9,"New Hampshire"
"937","winter skate",2,"Georges Bank"
"938","winter skate",7,"Massachusetts-Gulf of Maine"
"939","winter skate",1,"Offshore"
"940","winter skate",11,"Rhode Island"
"941","winter skate",8,"Massachusetts-Virginian"
"942","winter skate",4,"Mid-Atlantic Bight"
"943","winter skate",10,"New York"
"944","witch flounder",3,"Gulf of Maine"
"945","witch flounder",6,"Maine"
"946","witch flounder",9,"New Hampshire"
"947","witch flounder",2,"Georges Bank"
"948","witch flounder",7,"Massachusetts-Gulf of Maine"
"949","witch flounder",1,"Offshore"
"950","witch flounder",4,"Mid-Atlantic Bight"
"951","yellowtail flounder",6,"Maine"
"952","yellowtail flounder",3,"Gulf of Maine"
"953","yellowtail flounder",9,"New Hampshire"
"954","yellowtail flounder",2,"Georges Bank"
"955","yellowtail flounder",7,"Massachusetts-Gulf of Maine"
"956","yellowtail flounder",1,"Offshore"
"957","yellowtail flounder",8,"Massachusetts-Virginian"
"958","yellowtail flounder",4,"Mid-Atlantic Bight"
"959","yellowtail flounder",11,"Rhode Island"
"960","yellowtail flounder",10,"New York"
