nmfs_original_species,stock_assessment_species_name,stock_assessment_species_location,stockid,source,stock,rgn_id,rgn_name
"SCALLOP, SEA",sea scallop,Northwestern Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
"SCALLOP, SEA",sea scallop,Northwestern Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
"SCALLOP, SEA",sea scallop,Northwestern Atlantic Coast,NA,NMFS,NA,9,New Hampshire
"SCALLOP, SEA",sea scallop,Northwestern Atlantic Coast,NA,NMFS,NA,10,New York
"SCALLOP, SEA",sea scallop,Northwestern Atlantic Coast,NA,NMFS,NA,11,Rhode Island
"SCALLOP, SEA",sea scallop,Northwestern Atlantic Coast,NA,NMFS,NA,12,Northeast
"HAKE, RED / LING",red hake,Gulf of Maine / Northern Georges Bank,HKRGMNGB,NMFS,Northern Red Hake,2,Georges Bank
"HAKE, RED / LING",red hake,Gulf of Maine / Northern Georges Bank,HKRGMNGB,NMFS,Northern Red Hake,3,Gulf of Maine
"HAKE, RED / LING",red hake,Gulf of Maine / Northern Georges Bank,HKRGMNGB,NMFS,Northern Red Hake,6,Maine
"HAKE, RED / LING",red hake,Gulf of Maine / Northern Georges Bank,HKRGMNGB,NMFS,Northern Red Hake,7,Massachusetts-North
"HAKE, RED / LING",red hake,Gulf of Maine / Northern Georges Bank,HKRGMNGB,NMFS,Northern Red Hake,8,Massachusetts-South
"HAKE, RED / LING",red hake,Gulf of Maine / Northern Georges Bank,HKRGMNGB,NMFS,Northern Red Hake,9,New Hampshire
"HAKE, RED / LING",red hake,Gulf of Maine / Northern Georges Bank,HKRGMNGB,NMFS,Northern Red Hake,12,Northeast
"HAKE, RED / LING",red hake,Southern Georges Bank / Mid-Atlantic,HKRSGBMA,NMFS,Southern Red Hake,1,Offshore
"HAKE, RED / LING",red hake,Southern Georges Bank / Mid-Atlantic,HKRSGBMA,NMFS,Southern Red Hake,2,Georges Bank
"HAKE, RED / LING",red hake,Southern Georges Bank / Mid-Atlantic,HKRSGBMA,NMFS,Southern Red Hake,4,Mid-Atlantic Bight
"HAKE, RED / LING",red hake,Southern Georges Bank / Mid-Atlantic,HKRSGBMA,NMFS,Southern Red Hake,5,Connecticut
"HAKE, RED / LING",red hake,Southern Georges Bank / Mid-Atlantic,HKRSGBMA,NMFS,Southern Red Hake,8,Massachusetts-South
"HAKE, RED / LING",red hake,Southern Georges Bank / Mid-Atlantic,HKRSGBMA,NMFS,Southern Red Hake,10,New York
"HAKE, RED / LING",red hake,Southern Georges Bank / Mid-Atlantic,HKRSGBMA,NMFS,Southern Red Hake,11,Rhode Island
"HAKE, RED / LING",red hake,Southern Georges Bank / Mid-Atlantic,HKRSGBMA,NMFS,Southern Red Hake,12,Northeast
"HAKE, SILVER / WHITING",silver hake,Gulf of Maine / Northern Georges Bank,HKSGMNGB,NMFS,Northern Silver Hake,2,Georges Bank
"HAKE, SILVER / WHITING",silver hake,Gulf of Maine / Northern Georges Bank,HKSGMNGB,NMFS,Northern Silver Hake,3,Gulf of Maine
"HAKE, SILVER / WHITING",silver hake,Gulf of Maine / Northern Georges Bank,HKSGMNGB,NMFS,Northern Silver Hake,6,Maine
"HAKE, SILVER / WHITING",silver hake,Gulf of Maine / Northern Georges Bank,HKSGMNGB,NMFS,Northern Silver Hake,7,Massachusetts-North
"HAKE, SILVER / WHITING",silver hake,Gulf of Maine / Northern Georges Bank,HKSGMNGB,NMFS,Northern Silver Hake,8,Massachusetts-South
"HAKE, SILVER / WHITING",silver hake,Gulf of Maine / Northern Georges Bank,HKSGMNGB,NMFS,Northern Silver Hake,9,New Hampshire
"HAKE, SILVER / WHITING",silver hake,Gulf of Maine / Northern Georges Bank,HKSGMNGB,NMFS,Northern Silver Hake,12,Northeast
"HAKE, SILVER / WHITING",silver hake,Southern Georges Bank / Mid-Atlantic,HKSSGBMA,NMFS,Southern Whiting,1,Offshore
"HAKE, SILVER / WHITING",silver hake,Southern Georges Bank / Mid-Atlantic,HKSSGBMA,NMFS,Southern Whiting,2,Georges Bank
"HAKE, SILVER / WHITING",silver hake,Southern Georges Bank / Mid-Atlantic,HKSSGBMA,NMFS,Southern Whiting,4,Mid-Atlantic Bight
"HAKE, SILVER / WHITING",silver hake,Southern Georges Bank / Mid-Atlantic,HKSSGBMA,NMFS,Southern Whiting,5,Connecticut
"HAKE, SILVER / WHITING",silver hake,Southern Georges Bank / Mid-Atlantic,HKSSGBMA,NMFS,Southern Whiting,8,Massachusetts-South
"HAKE, SILVER / WHITING",silver hake,Southern Georges Bank / Mid-Atlantic,HKSSGBMA,NMFS,Southern Whiting,10,New York
"HAKE, SILVER / WHITING",silver hake,Southern Georges Bank / Mid-Atlantic,HKSSGBMA,NMFS,Southern Whiting,11,Rhode Island
"HAKE, SILVER / WHITING",silver hake,Southern Georges Bank / Mid-Atlantic,HKSSGBMA,NMFS,Southern Whiting,12,Northeast
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,1,Offshore
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,2,Georges Bank
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,3,Gulf of Maine
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,4,Mid-Atlantic Bight
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,6,Maine
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,7,Massachusetts-North
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,8,Massachusetts-South
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,9,New Hampshire
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,10,New York
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,11,Rhode Island
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,12,Northeast
COD,atlantic cod,Eastern Georges Bank,CODGBE,NMFS,GB Cod East,1,Offshore
COD,atlantic cod,Eastern Georges Bank,CODGBE,NMFS,GB Cod East,2,Georges Bank
COD,atlantic cod,Eastern Georges Bank,CODGBE,NMFS,GB Cod East,3,Gulf of Maine
COD,atlantic cod,Eastern Georges Bank,CODGBE,NMFS,GB Cod East,12,Northeast
HADDOCK,haddock,Eastern Georges Bank,HADGBE,NMFS,GB Haddock East,1,Offshore
HADDOCK,haddock,Eastern Georges Bank,HADGBE,NMFS,GB Haddock East,2,Georges Bank
HADDOCK,haddock,Eastern Georges Bank,HADGBE,NMFS,GB Haddock East,3,Gulf of Maine
HADDOCK,haddock,Eastern Georges Bank,HADGBE,NMFS,GB Haddock East,12,Northeast
NA,atlantic salmon,Gulf of Maine,NA,NMFS,NA,NA,NA
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,2,Georges Bank
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,3,Gulf of Maine
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,6,Maine
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,7,Massachusetts-North
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,8,Massachusetts-South
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,9,New Hampshire
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,12,Northeast
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,1,Offshore
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,2,Georges Bank
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,4,Mid-Atlantic Bight
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,5,Connecticut
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,8,Massachusetts-South
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,10,New York
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,11,Rhode Island
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,12,Northeast
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,1,Offshore
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,2,Georges Bank
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,5,Connecticut
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,6,Maine
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,9,New Hampshire
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,10,New York
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,11,Rhode Island
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,12,Northeast
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,5,Connecticut
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,6,Maine
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,9,New Hampshire
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,12,Northeast
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,1,Offshore
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,2,Georges Bank
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,5,Connecticut
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,6,Maine
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,9,New Hampshire
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,10,New York
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,11,Rhode Island
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,12,Northeast
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,12,Northeast
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,5,Connecticut
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,6,Maine
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,9,New Hampshire
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,12,Northeast
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,1,Offshore
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,2,Georges Bank
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,5,Connecticut
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,6,Maine
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,9,New Hampshire
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,10,New York
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,11,Rhode Island
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,12,Northeast
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,5,Connecticut
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,6,Maine
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,9,New Hampshire
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,12,Northeast
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,1,Offshore
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,2,Georges Bank
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,3,Gulf of Maine
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,4,Mid-Atlantic Bight
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,5,Connecticut
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,6,Maine
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,7,Massachusetts-North
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,8,Massachusetts-South
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,9,New Hampshire
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,10,New York
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,11,Rhode Island
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,12,Northeast
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,1,Offshore
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,2,Georges Bank
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,5,Connecticut
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,6,Maine
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,7,Massachusetts-North
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,8,Massachusetts-South
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,9,New Hampshire
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,10,New York
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,11,Rhode Island
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,12,Northeast
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,1,Offshore
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,2,Georges Bank
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,3,Gulf of Maine
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,4,Mid-Atlantic Bight
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,5,Connecticut
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,6,Maine
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,7,Massachusetts-North
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,8,Massachusetts-South
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,9,New Hampshire
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,10,New York
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,11,Rhode Island
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,12,Northeast
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,1,Offshore
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,2,Georges Bank
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,3,Gulf of Maine
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,5,Connecticut
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,6,Maine
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,7,Massachusetts-North
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,8,Massachusetts-South
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,9,New Hampshire
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,10,New York
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,11,Rhode Island
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,12,Northeast
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,2,Georges Bank
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,5,Connecticut
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,8,Massachusetts-South
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,10,New York
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,11,Rhode Island
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,12,Northeast
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,1,Offshore
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,2,Georges Bank
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,3,Gulf of Maine
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,5,Connecticut
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,7,Massachusetts-North
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,8,Massachusetts-South
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,10,New York
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,11,Rhode Island
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,12,Northeast
NA,rosette skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,NA,NA
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,3,Gulf of Maine
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,7,Massachusetts-North
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,10,New York
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,12,Northeast
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,2,Georges Bank
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,3,Gulf of Maine
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,6,Maine
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,7,Massachusetts-North
